transaction_id,url,name,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,eco_category,price
72606080,https://condo-sg.com/amber-park-4904,amber park,1,15,marine parade,marine parade,apr-21,-0.5594243238357544,3,0,0.12427102080532916
62765491,https://condo-sg.com/braddell-view-5318,braddell view,0,20,toa payoh west,Toa Payoh,oct-20,1.223578911304621,0,0,-0.21655686518922468
65584694,https://condo-sg.com/tangerine-grove-2635,tangerine grove,1,19,tai seng,hougang,nov-18,-0.0905798758858414,0,0,-0.3170059863297222
16401608,https://condo-sg.com/goldenhill-park-condominium-9616,goldenhill park condominium,1,20,lorong chuan,serangoon,mar-21,0.5473274399121814,0,0,0.3821198968081408
53975895,https://condo-sg.com/kingsford-waterbay-1085,kingsford waterbay,0,19,kangkar,hougang,may-17,-0.20212651034232626,1,0,-0.3973652832421203
27667111,https://condo-sg.com/commonwealth-towers-8273,commonwealth towers,1,3,margaret drive,queenstown,mar-17,0.1342563091905109,3,0,0.0724151665077587
17765402,https://condo-sg.com/regent-heights-8587,regent heights,1,23,guilin,bukit batok,mar-18,0.04188175253123437,3,0,-0.5420120176844367
52631869,https://condo-sg.com/the-topiary-8360,the topiary,2,28,fernvale,sengkang,aug-21,0.6797890683292571,1,0,-0.05182030651880868
38153789,https://condo-sg.com/pollen-&-bleu-2605,pollen & bleu,1,10,tyersall,tanglin,apr-17,0.36083541043024575,1,0,0.9443135380072775
49851994,https://condo-sg.com/hilltops-6486,hilltops,1,9,cairnhill,newton,mar-18,0.5856715955065981,1,0,2.026271111635805
23239195,https://condo-sg.com/whistler-grand-4551,whistler grand,0,5,west coast,clementi,mar-24,-0.015634480860390636,3,0,-0.1406494733257735
80647917,https://condo-sg.com/midtown-modern-8449,midtown modern,0,7,bugis,downtown core,mar-21,-0.16552527091129215,3,0,0.722457591091529
59767194,https://condo-sg.com/kentish-green-3974,kentish green,0,8,kampong java,kallang,nov-19,0.17260046478492758,0,0,-0.4295090020070795
98830910,https://condo-sg.com/rivervale-crest-6060,rivervale crest,0,19,rivervale,sengkang,jan-21,0.36083541043024575,1,0,-0.5098682989194775
66683841,https://condo-sg.com/lakeside-apartments-1328,lakeside apartments,0,22,lakeside (leisure),jurong east,dec-26,0.9046252534056094,1,0,-0.3893293535508805
61928118,https://condo-sg.com/canberra-residences-1807,canberra residences,1,27,sembawang springs,sembawang,feb-19,-0.16552527091129215,0,0,-0.5436192036226847
97898392,https://condo-sg.com/northoaks-6701,northoaks,2,25,woodlands east,woodlands,jan-20,0.41660872765848816,2,0,-0.5661198067581562
30266835,https://condo-sg.com/parc-riviera-2605,parc riviera,1,5,west coast,clementi,feb-25,-0.6901430360894475,2,0,-0.624187434707055
90121494,https://condo-sg.com/skyline-residences-6690,skyline residences,1,4,telok blangah drive,bukit merah,may-18,-0.8975500595319741,1,0,-0.40540121293336007
94795791,https://condo-sg.com/kandis-residence-2338,kandis residence,1,27,sembawang straits,sembawang,mar-19,-0.39036145598764443,0,0,-0.46952793186945374
37210809,https://condo-sg.com/starville-2347,starville,1,14,kembangan,bedok,may-18,0.41660872765848816,0,0,-0.35718563478592125
39074093,https://condo-sg.com/avenue-south-residence-7320,avenue south residence,0,3,kampong tiong bahru,bukit merah,nov-20,-0.5960255632667885,4,0,-0.08235683934551995
56185014,https://condo-sg.com/stirling-residences-4982,stirling residences,0,3,mei chin,queenstown,may-19,-0.6535417966584134,3,0,-0.3129880214841023
53217981,https://condo-sg.com/merawoods-7242,merawoods,1,23,hillview,bukit batok,feb-18,1.0736881212537193,0,0,-0.019676587753849464
78223701,https://condo-sg.com/double-bay-residences-1084,double bay residences,1,18,simei,tampines,apr-17,0.6414449127348405,0,0,-0.059856236210048486
56055032,https://condo-sg.com/the-cascadia-1994,the cascadia,1,21,holland road,bukit timah,jun-18,-0.20212651034232626,1,0,0.012467131011109753
50125408,https://condo-sg.com/one-holland-village-residences-2402,one holland village residences,0,10,holland drive,queenstown,jan-20,-0.8975500595319741,2,0,-0.15419965797114205
60320016,https://condo-sg.com/lake-grande-7227,lake grande,1,22,hong kah,jurong west,oct-17,-0.39036145598764443,1,0,-0.39415091136562436
35900372,https://condo-sg.com/eastpoint-green-9996,eastpoint green,1,18,simei,tampines,nov-21,-0.05223572029142473,0,0,-0.5895140052752935
69208480,https://condo-sg.com/margaret-ville-1632,margaret ville,0,3,margaret drive,queenstown,jun-18,-0.14635319311408382,5,0,0.14570284529186572
71618632,https://condo-sg.com/the-crest-6910,the crest,1,3,alexandra north,bukit merah,jul-18,1.260180150735655,0,0,1.777960884176495
36361562,https://condo-sg.com/sol-acres-6301,sol acres,2,23,keat hong,choa chu kang,jun-21,-0.7476592694810725,2,0,-0.7429102599654319
39256876,https://condo-sg.com/the-levelz-3410,the levelz,1,10,tyersall,tanglin,mar-19,-0.334588138759402,2,0,-0.23262872457170428
37081665,https://condo-sg.com/avenue-south-residence-3001,avenue south residence,0,3,kampong tiong bahru,bukit merah,sep-19,-0.4844789288103036,6,0,0.03657492008482917
